SegID	Urdu	Turk_Translation_1	Turk_Translation_2	Turk_Translation_3	Turk_Translation_4	Bigram_Lprob1	Bigram_Lprob2	Bigram_Lprob3	Bigram_Lprob4	Trigram_Lprob1	Trigram_Lprob2	Trigram_Lprob3	Trigram_Lprob4
bbc_urd_20090102.0020__11	خارجہ امور کے وزیر مملکت نے کہا کہ فلسطین کا مسلہ اقوام متحدہ کی قراردادوں کے مطابق حل کیا جائے۔	Minister of foreign affairs said that issue of Palestine should be solved according to the resolutions of the United Nations.	minister of state for foreign affairs has said that the issue of Palestine should be resolved in accordance with the resolutions of the United Nations.	The prime minister of external affairs said that the issue of Falastin should be solved according to the planning of The United States.	The Minister of External Affairs of state said that the Palestine issues should be resolved according to the UN resolutions .	-44.7252	-52.7598	-48.2443	-44.096	-44.8859	-49.7529	-47.0918	-43.9676
bbc_urd_20090102.0020__12	عرب ملکوں سے تعلق رکھنے والے دو صحافیوں نے بھی اجلاس میں شرکت کی اور انہوں نے اجلاس میں فلسطین کی تازہ صورتحال کے بارے میں بتایا۔	Two reporters from Arab countries also attended the seminar and they told about the current situation about Palestine in the seminar.	two journalists from Arab countries also joined the conference and they told about the latest situation in Palestine.	Two generalists belonging Arab countries also attended the meeting and told about the fresh situation of Falastin.	Two journalists from Arab countries attended the meeting on the latest situation of Palestine.	-55.7588	-51.4792	-51.7009	-40.7725	-56.0395	-51.9766	-51.9734	-41.069
bbc_urd_20090102.0020__13	اُدھر اسلام آباد میں انٹرنیشنل یونیورسٹی کے طلباء نے فلسطین پر اسرائیلی حملوں کے خلاف احتجاجی مظاہرہ کیا۔	There in Islamabad, students of International University, Islamabad protested against the Israel attacks on Palestine.	in Islamabad, students of the International University demonstrated protest against the Israeli attacks on Palestine.	Here the students of International University in Islamabad made strike against Islaean attacks against Falastin.	On the other hand, the International University students went on a protest at Islamabad against the Israeli attacks on Palestine.	-35.3697	-33.9889	-39.8671	-45.7528	-35.4546	-34.9031	-40.1824	-46.5782
bbc_urd_20090102.0020__14	مظاہرین نے بینرز اور کتبے بھی اُٹھا رکھے تھے جس پر اسرائیل کے خلاف نعرے درج تھے۔	Protesters carried banners and placards, on which slogans against Israel were written.	the protesters were holding banners and placards having anti Israel slogans written on it.	The strikers hold banners and pads containing slogans against Israel.	The demonstrators also raised banners and slogans against Israel.	-36.7312	-44.6856	-37.7046	-36.1093	-36.9022	-44.7218	-37.7046	-36.1093
bbc_urd_20090103.0008__1	فلو سے بچنے کے لئے ڈائٹنگ سے اجتناب	Avoiding dieting to prevent from flu.	abstention from dieting in order to avoid Flu.	Abstain from decrease eating in order to escape from flue.	In order to be safer from flu quit dieting.	-13.9131	-20.73	-26.273	-26.6447	-13.8814	-19.48	-26.0184	-27.0072
bbc_urd_20090103.0008__2	امریکی سائنسدانوں کی یہ تحقیق چوہوں پر کئے گئے تجربات کے بعد سامنے آئی ہے۔	This research of American scientists came in front after experimenting on mice.	This research from the American Scientists have come up after the experiments on rats.	This research of American scientists was shown after many experiments on mouses.	According to the American Scientist this research has come out after much experimentations on rats.	-36.6754	-31.3376	-35.519	-39.1073	-37.6959	-31.7385	-35.6354	-39.3566
bbc_urd_20090103.0008__3	تجربات سے یہ ثابت ہوا کہ کم کیلوریز والی خوراک پر رکھے گئے چوہوں میں فلو کے وائرس سے نمٹنے کی صلاحیت نسبتاً کم ہوگئی۔	Experiments proved that mice on a lower calorie diet had comparatively less ability to fight the flu virus.	in has been proven from experiments that rats put on diet with less calories had less ability to resist the Flu virus.	It was proved by experiments the low calories eaters mouses had low defending power for flue in ratio.	Experimentaions have proved that those rats on less calories diet have developed a tendency of not overcoming the flu virus .	-61.2088	-68.5011	-59.4485	-65.0965	-60.9327	-68.8685	-59.5071	-65.452
bbc_urd_20090103.0008__4	تحقیق نے اس پرانی کہاوت کو غلط ثابت کردیا ہے کہ ’بخار میں فاقہ کرنا بہتر ثابت ہوتا ہے‘۔	Research disproved the old axiom that " It is better to fast during fever"	research has proven this old myth wrong that its better to fast during fever.	The research proved this old talk that decrease eating is useful in fever.	This Research has proved the very old saying wrong that it is good to starve while in fever.	-38.3605	-45.974	-43.6827	-47.1995	-37.9001	-46.074	-43.6827	-46.4452
bbc_urd_20090103.0008__5	سائنسدانوں کے مطابق بخار کے دوران خوب کھائیں پئیں۔	According to scientists, eat a lot during fever.	according to the scientists one should eat a lot during fever.	Eat and drink more in fever according to scientists.	According to the scientist a patient should eat more while in fever.	-22.3999	-30.8925	-25.7434	-34.5452	-22.5916	-30.8088	-26.0945	-34.6861
bbc_urd_20090103.0008__6	مشیگن سٹیٹ یونیورسٹی کے تحقیقات کاروں  کا کہنا ہے کہ ڈائیٹ لینے والے چوہوں میں انفیکشن سے لڑنے کی صلاحیت بہت کم پائی گئی اور ان کے مرنے کا امکان بھی بڑھ گیا جبکہ معمول کی خوراک لینے والے چوہوں میں فلو کے وائرس کے خلاف قوت مدافعت زیادہ تھی۔	Researchers of the Michigan State University say that mice getting diet food were found to have very less ability to fight the infection and their chances of death also increased. On the other hand, mice getting regular diet had more energy against the flu virus	the researchers from the Michigan State University say that the rats on dieting had less power to resist the infection and their chances of dying had increased whereas rats on normal diet had better resistance against the Flu virus.	It is the saying of the researchers of Machigan State university that the low eater mouses had the low defending power against infection and their death chances decreased although the more eaters mouses had the high power against flue virus.	According to the Researchers of the State of Michigan University diet taking rats have less strength to fight with the infection and also their chances of death increased whereas earlier those rats on common diet had more strength to fight with the flu virus.	-127.296	-114.486	-117.125	-127.816	-126.924	-114.754	-117.735	-128.184
bbc_urd_20090103.0008__7	پروفیسر الزبتھ گارڈنر کے مطابق ڈائٹنگ کرنے والے افراد فلو سے نہ صرف بہت جلد متاثر ہوجائیں گے بلکہ انہیں صحتیاب ہونے میں بھی زیادہ وقت لگے گا۔	According to Professor Elizabeth Gardner, people who do dieting will not be effected with flue sooner but also they will take more time to recover from it.	In many modern countries it has for sometime being fashionable to think that, by free education for all-whether rich or poor, clever or stupid- one can solve all the problems of the society.	Professor Elizabeth Gardner said that those who are dieting are not only sooner affected by the flu, but also take longer to recover.	According to the Professor Elizabeth Cardener The people on dieting will be more infectious to the flu virus and will also take long time to recover from this disease.	-58.1886	-89.5952	-50.9948	-63.7048	-56.7522	-90.4603	-51.6896	-65.0075
bbc_urd_20090103.0008__8	ان کا یہ بھی کہنا ہے کہ وہ افراد جو فلو کی ویکسین لے چکے ہیں انہیں بھی موسم سرما کے چند ماہ کے دوران ڈائٹنگ سے اجتناب کرنا چاہیئے۔	she also said that those people who have taken the flue vaccine should also avoid dieting during few months of winter.	But we can already see that free education for all is not enough; we find in such countries a far larger number of people with University degrees than there are jobs for them to fill.	She also said that those who have taken flu vaccines should also avoid dieting for a few months during the winter.	HE also says that those people who have taken Flu vaccinations also should quit dieting during few months of summer to keep this virus away.	-52.9081	-84.8248	-47.9305	-65.8351	-50.7191	-83.5448	-47.1884	-65.4134
bbc_urd_20090103.0021__1	’پہلا جوہری تجربہ 1990 میں کیا تھا‘	'first nuclear experiment was done in 1990'	This plan of education was implemented on 1990.	First nuclear test was done in 1990	The first nuclear test was in 1990.	-20.4562	-25.6787	-16.7944	-17.7719	-20.2268	-25.6411	-16.7194	-18.0016
bbc_urd_20090103.0021__2	تھامس ریڈ  نے جو امریکہ کی لیور نیشنل لیبارٹری میں ویپن ڈیزائنر کے طور پر کام کرچکے ہیں یہ کتاب لاس ایلموس نیشنل لیبارٹری کے ٹیکنیکل انٹیلجنس کے سابق ڈائریکٹر ڈینی سٹلمین کے تعاون سے لکھی ہے۔	Thomas Reid who has worked in the Lever national laboratory of America as a Weapon designer, has written this book with the help of the Ex director of technical intelligence at Las Elmos national laboratory, Dani Stillman.	Because of their degrees, they refuse to do what they think low work and in fact work with the hands is thought to be dirty and shameful in such countries.	Thomas Reid, who worked in the Leur National Laboratory as a weapon designer had written this book with the help of Los Alamos National Laboratory's former Technical Intelligence Director, Danny Staleman.	Thomas red who was a former director of the Cooperation in the National Laboratory technical committees in Los Angeles, United States has written this book.	-79.6837	-72.9663	-65.0143	-53.8845	-79.0477	-72.0716	-62.3124	-53.6997
bbc_urd_20090103.0021__3	یہ کتاب ’نیوکلیئر ایکسپریس: بم کی سیاسی تاریخ اور اس کے پھیلاؤ‘ کے عنوان سے لکھی گئی ہے اور اس میں دونوں مصنفین نے دعوی کیا ہے کہ جس ملک نے بھی ایٹم بم بنایا ہے اس نے یا تو کسی دوسرے ملک کے جوہری راز چرائے ہیں یا پھر اسے کسی دوسری جوہری طاقت کا تعاون حاصل رہا ہے۔	this book was titled, 'Nuclear Express: political history of bomb and its proliferation' and both writers have claimed that which ever country first made a nuclear bomb either stole the nuclear secrets of another country or they had the support of another nuclear power.	The work of a completely uneducated farmer is far more important than that of a professor: we can live without education, but we die if we have no food. If no one cleaned our streets and took the rubbish away from our houses, we should get terrible diseases in our towns.	In this book, called 'Nuclear Express', the political history of the bomb and its spread, both the authors claim that whichever country made an atom bomb either stole the nuclear secrets from another country or they got help from a nuclear power.	The book with the title 'nuclear express the political history: bomb and the proliferation' was written by two writers says that the country has also tested the atom bomb and has nuclear secrets.	-120.988	-129.808	-114.232	-85.6243	-122.088	-127.242	-115.068	-86.412
bbc_urd_20090103.0021__4	تھامس ریڈ نے یوایس نیوز کو ایک انٹرویو میں کہا ہے کہ انیس سو نوے میں بے نظیر بھٹو کے دور میں چین نے پاکستان کے پہلے جوہری بم کا تجربہ کیا تھا۔	in an interview with US news, Thomas Reid said that in 1990 during Benazir Bhutto's rule, China experimented Pakistan's first nuclear bomb.	In fact, when we say that all of us must be educated to fit us for life, it means that we must be educated in such a way that, firstly, each of us can do whatever job is suited.	Thomas Reid said in an interview with US News, that China tested Pakistan's first atom bomb in 1990, during the term of the Prime Minister Benazir Bhutto.	Thomas red has said in an interview to the USAID news in 1970 that when Benazir Bhutto was the leader in Pakistan in 90's, China had tested its first nuclear bomb experiment.	-50.0238	-84.6518	-57.7918	-83.5799	-49.2288	-79.3533	-57.3575	-83.3023
bbc_urd_20090103.0021__5	تھامس ریڈ نے کہا کہ کئی وجوہات کی بنیاد پر انہیں اس بات کا یقین ہے کہ چین نے پاکستان کے پہلے جوہری بم کا تجربہ کیا تھا۔	Thomas Reid said that based to many reasons, he has a belief that China had experimented Pakistan's first nuclear bomb.	Education is not an end but a means to an end. In other words we do not educate children only for the purpose of educating them.	Thomas Reid said that due to many factors, he is certain that China tested Pakistan's first nuclear bomb.	Thomas red said that there are many reasons to believe China has tested its first nuclear bomb.	-50.916	-62.5497	-43.2722	-44.7829	-51.1753	-60.3897	-43.8367	-43.8801
bbc_urd_20090103.0021__6	وجوہات میں اس بم کا ڈیزائن اور چین کے سائنسدانوں سے گفتگو کے دوران حاصل کردہ معلومات شامل ہیں۔	the reasons include the design of the bomb and some information retrieved during talks with the Chinese scientists.	When men become organized in to very large groups and civilization and develops.	Among the factors are the design of the bomb, and information he gathered from Chinese scientists.	There are informations that China has scientists who had designed the bomb.	-45.2111	-37.054	-38.3913	-29.0466	-44.69	-37.0953	-37.9798	-29.1393
bbc_urd_20090103.0021__7	انہوں نے مزید کہا کہ یہی وجہ تھی کہ انیس سو اٹھانوے میں پاکستان صرف دو ہفتوں اور تین دن کے اندر بھارت کے جوہری تجربے کے جواب میں جوہری تجربہ کرنے کے قابل ہو گیا تھا۔	he further added that this was the reason that in 1998 only in a span of two weeks and three days, Pakistan was able to carry out nuclear experiments as a reply to Indian nuclear experiments.	It is possible to get freedom from hunger, thirsty, cold, heat and many diseases, so that each person can live a happier life than he could.	He further added that that was the reason that Pakistan was able to reply to India's Nuclear test with a nuclear test in just 2 weeks and 3 days.	He further said that this was the reason why India and Pakistan tested the nuclear bomb in 1990 within just two weeks.	-82.4648	-62.7075	-69.7982	-55.7193	-80.3936	-62.5904	-67.8016	-53.8619
bbc_urd_20090103.0021__8	تھامس ریڈ نے یاد دلایا کہ انیس سو اکسٹھ میں روس نے اچانک جوہری تجربہ کیا تھا اور اس کے جواب میں امریکہ کو تجربہ کرنے میں سترہ دن لگے تھے باوجود اس امر کہ امریکہ کے پاس بہت عرصے سے یہ بم موجود تھا۔	Thomas Reid reminded that in 1961 Russia suddenly carried out a nuclear experiment and besides possessing the bomb for a long time, it took 17 days for America to carry out nuclear experiment.	It means that we must be educated in such a way that, firstly, each of us can do whatever job is suited to his brain and ability, and secondly, that we can realize that all jobs are necessary to society and that is very bad to be ashamed of ones work or to scorn someone else'.	Thomas Reid reminded that in 1961, Russia suddenly performed a nuclear test, in response to which America took 17 days to preform a test, despite having this bomb for a long time.	Thomas Red has reminded that in 1970 Russia did a nuclear test in response to the United States within 17 days though United States took long time for the test.	-90.0625	-130.925	-84.9449	-77.6247	-90.5338	-129.784	-85.0481	-78.0847
bbc_urd_20090103.0021__9	انہوں نے مزید کہا کہ مئی انیس سو اٹھانوے میں پاکستان نے جس ایٹم بم کا تجربہ کیا تھا وہ بہت احتیاط سے بنا ہوا تھا اور اس پر پاکستانی سائنسدانوں پر پورا اعتماد تھا۔	He further said that the test of the Atom Bomb which Pakistan conducted on May 28, 1998, was made with extreme care and Pakistani scientists had complete confidence in it.	He further said that in May 1998, the atom bomb that Pakistan tested was made with a lot of care and Pakistani scientists were completely trusted for it.	He added that the atom bomb that was tested on May 19th 1998 by Pakistan was made very carefully and that Pakistani scientists had complete reliance on it.	He further said that in May 1998, Pakistan has mentioned about the atom bomb experiment in the Pakistani scientists confidence.	-66.5823	-67.1576	-71.0232	-48.1344	-66.9826	-67.355	-71.0047	-48.7668
bbc_urd_20090103.0021__10	تھامس ریڈ سے جب یہ سوال کیا گیا کہ چین نے جوہری ٹیکنالوجی پاکستان کو فراہم کی تو انہوں نے جواب میں کہا کیونکہ  بھارت چین اور پاکستان کا مشترکہ دشمن تھا۔	When Thomas Reeds was questioned that China provided nuclear technology to Pakistan then he said in reply that because India was a common enemy for Pakistan and China.	When Thomas Reed was asked this question that China supplied atomic technology to Pakistan so he said in his answer that India is a mutual enemy of Pakistan and China.	When Thomas Reid was asked whether China provided nuclear technology to Pakistan, he said because India was the common enemy of both China and Pakistan.	When Thomas red was questioned about the nuclear technology that China has provided to Pakistan, he said in response that they have the common enemy India.	-68.05	-74.192	-60.5499	-61.1531	-68.726	-74.4628	-60.0677	-62.847
bbc_urd_20090103.0021__11	انہوں نے کہا کہ اس کا ثبوت بھی موجود ہے کہ ڈاکٹر عبدالقدیر خان نے چینی ڈیزائن ہی استعمال کیا اس کے علاوہ بعد میں جو دستاویزات لیبیا سے حاصل کیئے گئے ان سے بھی اس بات کی تصدیق ہوتی ہے۔	He said that there is a proof to this too that Doctor Abdul Qadeer Khan used Chinese design and after this the documents which were acquired from Libia also confirms this statement.	He said that its evidence is also present that Dr. Abdul Qadir Khan has used the Chinese model. Later the documents received from Libya also confirm this.	He said that there was proof available that Dr. Abdul Qadeer Khan used the Chinese design, and later on the documents which were received from Libya also verify this fact.	He said that the proof is with the Chinese designer Dr. Khan after which the documents from Libya in this connection have been confirmed.	-82.1546	-64.9087	-68.9152	-56.1281	-81.7681	-64.3866	-70.1194	-55.4164
bbc_urd_20090103.0021__12	ایک اور سوال پر کہ کیا مشترکہ طور پر جوہری تجربات کرنا عام ہے تو انہوں نے کہا انیس سونوے میں امریکہ نے نوایڈا کے صحرا میں کھلے بندوں برطانیہ کے لیے جوہری تجربہ کیا تھا۔	On a one more question that doing combined nuclear tests is common then he said that in 1990 America conducted a nuclear test for Britain on open belt in Nevada desert.	Another question that is it common to do nuclear experiments mutually. Then he said that Anees Sonway openly performed a nuclear experiment in the desert of Nevada for Britain.	Upon another question, as to whether joint nuclear testing was common, he said that America had openly performed nuclear tests for England in the deserts of Nevada in 1990.	The question of the nuclear tests are by the United States and the British in the deserts.	-82.253	-72.1169	-74.9664	-31.8823	-84.2346	-73.2059	-73.6899	-33.0019
bbc_urd_20090103.0021__13	انہوں نے کہ ہم یہ قیاس آرائیاں بھی کرتے ہیں کہ اسرائیل کو بھی اس تجربے کے نتائج تک رسائی فراہم کی گئی۔	He said that we guess that too that Israel was given access to the results of this test.	He said that we also predict that Israel also has access to the results of this experiment.	He said that we also believe that Israel also has access to the results of this testing.	He said that Israel has also experienced the results.	-42.5883	-37.4245	-35.3349	-21.343	-42.5516	-37.3587	-35.3848	-21.6383
bbc_urd_20090103.0021__14	تھامس ریڈ سے یہ سوال بھی کیا گیا کہ کیا چین کا جوہری پھیلاؤ کا پروگرام جاری ہے۔	Thomas Reed was also questioned that Is the Chinese Nuclear spread program is continuing?	Thomas Reeds was also asked if China is continuing nuclear proliferation?	Thomas Reid was also asked about China's nuclear distribution program which is going on.	To Thomas red the question about China's nuclear program is the proliferation.	-34.1653	-28.4964	-37.7251	-30.6612	-34.39	-29.1087	-38.3935	-30.9259
bbc_urd_20090103.0021__15	اس پر تھامس ریڈ نے کہا کہ انیس سو اکانوے سے چین ایران کے شہر اسفہان میں قائم جوہری تنصیب کے لیے خام مال، ہدایات اور ڈیزائین فراہم کرتا رہا  ہے۔	On this Thomas Reed said that china has been supplying raw material, instructions and design to nuclear facility in Iran's city Isfahan since 1990.	On this Thomas Reeds said that China has been supplying raw material, instructions and the design to a nuclear facility of Iran in its city Asfahan.	Upon that Thomas Reid said that China has been providing raw material, guidance and design for the nuclear setup in Asfahan, Iran since 1991.	Thomas red said that from 1970 to 1991 the Iranian city of China has set up the nuclear installation for the raw material and to provide instructions.	-67.4625	-65.0321	-60.0959	-73.2254	-67.6366	-65.861	-60.5634	-72.669
bbc_urd_20090103.0021__16	اس کے علاوہ چین نے ایران کو خیرج میں افزودگی کا پلانٹ بھی فراہم کیا۔	Other than that china also provided Iran a nuclear enrichment plant.	Apart from this, China has also provided Iran with an enrichment plant in Kheeraj.	Apart from this, China provided Iran with the nuclear enrichment plant in Kheraj.	In addition to this, China has also provided an Uranium plant to Iran.	-34.3891	-37.3924	-35.4716	-31.9633	-34.988	-37.5724	-35.5762	-32.4987
bbc_urd_20090103.0021__17	انہوں نے کہا کہ چین شمال کوریا کے ذریعے ایران، شام، پاکستان، مصر، لیبیا اور یمن کو جوہری ٹیکنالوجی فراہم کرتا رہا ہے۔	He said that China has been providing nuclear technology to Iran, Syria, Pakistan, Egypt, Libia and Yemen thorough North Korea.	He said that China had been providing nuclear technology to Iran, Rome, Pakistan, Egypt, Libya and Yemen via North Korea.	He said that China has been providing Iran, Syria, Pakistan, Egypt and Libya with nuclear technology through North Korea.	He said that there are relations between China, North Korea, Iran, Syria, Egypt, Libya, Pakistan and Yemen providing nuclear technology.	-44.7303	-44.3337	-42.0878	-41.6509	-44.9043	-44.4901	-42.2618	-41.5979
bbc_urd_20090103.0024__1	سن 2008 میڈونا کے لیے بہترین	Year 2008 Best for Madonna	Year 2008 the most successful for Madonna.	The year 2008 was excellent for the media.	2008 The best year for Madonna	-10.3808	-14.7112	-19.7829	-15.6064	-10.3808	-14.9819	-19.9207	-15.6828
